word|transliteration|meaning|sentences
機能|きのう|function, feature|このソフトにはいろいろな機能があります。<br><br>病院で、胃がよく機能していないと言われました。
頃|ころ|time, the time when ~|子供の頃、よくその公園で遊んだ。<br><br>子供の頃は勉強が大嫌いでした。
日中|にっちゅう|during the day|日中はずっと海で泳いでいました。<br><br>私は日中は家にいません。
今後|こんご|in the future, from now on|今後ともよろしくお願いします。<br><br>この国は今後、どうなってしまうんでしょう。
影響|えいきょう|influence, effect|私は彼から大きな影響を受けました。<br><br>今日は台風の影響で風が強いです。
分野|ぶんや|field, area|音楽は彼の得意な分野です。<br><br>私は、ほかの分野で働いたことがありません。
関する|かんする|relate to, regarding|その問題に関する記事を読みました。<br><br>この計画に関して、何か意見はありますか。
状態|じょうたい|state, condition|ここは道の状態がとても悪いです。<br><br>祖父の健康状態はあまりよくありません。
価格|かかく|price, value|ガソリンの価格がどんどん上がっている。<br><br>この地域は土地の価格が下がっています。
姿|すがた|figure, appearance|遠くに彼女の姿が見えた。<br><br>彼は急に姿を消した。
期待|きたい|expectation, anticipation|みんな私たちに期待しています。<br><br>私にはみんなの期待が重過ぎました。
除く|のぞく|remove, exclude|部長を除く全員が土曜日も働いた。<br><br>週末を除くと、家族といる時間がほとんどありません。
一般|いっぱん|general, common|一般の方はこちらの席へどうぞ。<br><br>その車は一般市民には高いです。
表現|ひょうげん|expression|彼は歌で自分の気持ちを表現した。<br><br>今の気持ちにぴったりの表現が見つかりません。
完成|かんせい|completion, finish making or building something|新しいホームページが完成した。<br><br>全体の80パーセントが完成しました。
変化|へんか|change, alteration|今年は変化の多い年でした。<br><br>今週は気温の変化が激しいです。
参加|さんか|participation|明日は市民マラソンに参加します。<br><br>彼女はデモに参加したよ。
土地|とち|land|ここは父の土地です。<br><br>この地域は土地の価格が下がっています。
検討|けんとう|examination and consideration|今日中にこの問題を検討してください。<br><br>今、家を買うか検討中です。
開始|かいし|beginning|運動会は9時開始です。<br><br>私たちはツアーの開始時間に間に合いませんでした。
備える|そなえる|provide for, prepare for|災害に備えて大量の水を買い込んだ。<br><br>弟は試験に備えて毎晩遅くまで勉強しています。
内容|ないよう|content|この本の内容を説明してください。<br><br>授業の内容が難しくて付いていけません。
与える|あたえる|give (formal)|そのニュースは彼に大きなショックを与えた。<br><br>その先生は生徒に大きな影響を与えました。
広がる|ひろがる|spread out, extend|留学してから私の世界が広がった。<br><br>そのホテルの前には青い海が広がっています。
事実|じじつ|fact, truth|それは全て事実ですか。<br><br>計画が失敗したのは事実です。
決定|けってい|decision|会議で重要な決定がありました。<br><br>スポーツ大会の日時が決定しました。
住宅|じゅうたく|housing, residence|ここは静かな住宅地だ。<br><br>その住宅地は便利な場所にあるね。
代表|だいひょう|representative|彼がクラスの代表だ。<br><br>彼女が会社を代表して挨拶をしました。
命令|めいれい|command, order|彼女は命令に従わなかった。<br><br>あの人の命令は聞きたくありません。
立場|たちば|standpoint, position|彼女は自分の立場を分かっていない。<br><br>私の立場も考えてください。
なお|なお|still, in addition|なお、雨の場合は中止です。<br><br>なお、平日のランチタイムの予約は受け付けていません。
計算|けいさん|calculation|その計算は間違っている。<br><br>合計金額を計算してください。
可能|かのう|possible, potential|20キロのダイエットは可能だと思いますか。<br><br>3時前にチェックインすることは可能ですか。
報告|ほうこく|report|昨日の会議について報告があります。<br><br>会社のみんなに結婚の報告をしました。
都市|とし|city, urban city|東京は日本一大きな都市です。<br><br>その都市には大きな企業がたくさんあります。
政治|せいじ|politics|私は政治に関心がある。<br><br>この国の政治は終わっている。
競争|きょうそう|competition|2社は互いに競争している。<br><br>その分野は競争が激しい。
原因|げんいん|cause, origin|この事故の原因は何ですか。<br><br>火事の原因はまだ分かっていません。
活動|かつどう|activity|彼は地域の活動に参加した。<br><br>ハムスターは夜に活動します。
歴史|れきし|history|私は歴史に興味があります。<br><br>私は日本の歴史を勉強したいです。
表|ひょう|table, list|この表を見てください。<br><br>気温の変化を表にしました。
サイト|さいと|website|これは医者のためのサイトです。<br><br>会社のサイトが新しくなりました。
土産|みやげ|souvenir (plain)|土産に日本酒をもらった。<br><br>父はお土産にお菓子を買ってきた。
臭い|におい|(bad) smell|ここはいやな臭いがする。<br><br>この牛乳は変な臭いがします。
現金|げんきん|cash|代金は現金でお願いします。<br><br>あまり現金を持っていないので、カードを使います。
虫|むし|insect, bug|庭で秋の虫が鳴いているね。<br><br>虫に腕を刺されました。
寄る|よる|stop by, stop off|帰りに叔母の家に寄ります。<br><br>私の家に寄って、コーヒーを飲んでいきませんか。
田舎|いなか|hometown, countryside|私は毎年夏に田舎に帰ります。<br><br>私は緑の多い田舎に住みたいです。
帰宅|きたく|return home, come home|夜の11時に帰宅しました。<br><br>帰宅時間はいつも何時くらいですか。
重大|じゅうだい|important, serious|重大な発表があります。<br><br>今日は皆さんに重大な報告があります。
マイナス|まいなす|minus, below zero|外の温度はマイナス3度です。<br><br>彼が辞めたのは、会社にとって大きなマイナスだ。
稼ぐ|かせぐ|earn, make money|彼はお金をだいぶ稼いだらしいよ。<br><br>私より妻の方が稼いでいます。
左右|さゆう|left and right|左右を見てから横断歩道を渡りなさい。<br><br>私は左右で足の大きさが違います。
痛み|いたみ|pain, ache|背中に痛みがあります。<br><br>膝に痛みを感じます。
誤解|ごかい|misunderstanding|私の気持ちを誤解しているんじゃない！<br><br>彼はあまりしゃべらないので、よく誤解されます。
文句|もんく|complaint, grumble|彼女はいつも文句ばかり言う。<br><br>宿題が多くて、生徒が文句を言っています。
欧米|おうべい|Europe and America|その会社は欧米に進出しているよね。<br><br>私は大学で欧米文化を勉強しています。
面接|めんせつ|interview|新しい仕事の面接に行ってきました。<br><br>明日、成績について先生と面接があります。
サイン|さいん|signature, autograph|ここにサインしてください。<br><br>有名な歌手のサインをもらいました。
年中|ねんじゅう|all year|叔母は年中旅行しています。<br><br>父は年中出張に出ています。
機嫌|きげん|mood, health|彼女は大変機嫌がいいね。<br><br>今日は妻の機嫌が悪い。
居間|いま|living room|父は居間でテレビを見ている。<br><br>私は自分の部屋より居間にいる時間の方が長いです。
